shortName,longName,professor,capacity,day,time,building,room,type,CP,DVD,VCR,Slides,OH,Concurrent,Noncurrent
AMST-11-01,The American Dream,,19,MW,12:30PM-01:50PM,ARMU,1,,,,,,,,
AMST-11-02,The American Dream,,19,MW,12:30PM-01:50PM,BARR,2,,,,,,,,
AMST-11-03,The American Dream,,18,MW,12:30PM-01:50PM,BEBU,3,,,,,,,,
AMST-24-01,Neo-Western,,19,TTH,08:30AM-09:50AM,CHAP,4,,X,X,X,,,,
AMST-36-01,South Asians in U.S.,,7,W,02:00PM-04:30PM,CLAR,5,,,,,,,,
ANTH-10-01,Human Diversity,,72,TTH,02:00PM-03:20PM,CONV,6,,X,X,X,,,,
ANTH-13-01,Evolution & Culture,,69,MW,12:30PM-01:50PM,CPRD,7,,X,X,X,,,,
ANTH-21-01,Indian Civilization,,31,MWF,10:00AM-10:50AM,COOP,8,,X,X,,,,,
ANTH-23-01,Hist Anthropolog Thought,,22,TTH,10:00AM-11:20AM,FAYE,9,,X,X,,,,,
ANTH-35-01,Gender: Anthr Perspectiv,,25,W,02:00PM-05:00PM,GROS,10,,X,X,X,,,,
ANTH-39-01,The Anthropology of Food,,31,M,02:00PM-05:00PM,MCLS,11,,X,X,X,,,,
ANTH-45-01,Medical Anthropology,,30,MW,02:00PM-03:20PM,MEAD,12,,X,X,,,,,
ARAB-01-01,First-Year Arabic I,,27,MTWTHF,09:00AM-09:50AM,MERR,13,,,,,,,,
ARAB-01-01,First-Year Arabic I,,27,MTWTHF,09:00AM-09:50AM,JOCH,14,,,,,,,,
ARAB-03-01,Second-Year Arabic I,,8,MTWTHF,11:00AM-11:50AM,MORG,15,,,,,,,,
ARAB-03-01,Second-Year Arabic I,,8,MTWTHF,11:00AM-11:50AM,NEWP,16,,,,,,,,
ARHA-04-01,Basic Drawing,,17,MW,01:00PM-04:00PM,OCTA,17,,,,,,,,
ARHA-04-01,Basic Drawing,,20,MW,01:00PM-04:00PM,SMUD,18,,,,,,,,
ARHA-04-02,Basic Drawing,,21,TTH,01:00PM-04:00PM,WEBS,19,,,,,,,,
ARHA-13-01,Printmaking I,,13,TTH,01:00PM-04:00PM,ARMU,20,,,,,,,,
ARHA-13-01,Printmaking I,,12,TTH,01:00PM-04:00PM,ARMU,21,,,,,,,,
ARHA-14-01,Sculpture I,,11,MW,01:00PM-04:00PM,ARMU,22,,,,,,,,
ARHA-14-01,Sculpture I,,14,MW,01:00PM-04:00PM,ARMU,23,,,,,,,,
ARHA-15-01,Painting I,,17,MW,01:00PM-04:00PM,ARMU,24,,,,,,,,
ARHA-18-01,Photography I,,18,TTH,01:00PM-04:00PM,ARMU,25,,,,,,,,
ARHA-18-01,Photography I,,15,TTH,01:00PM-04:00PM,ARMU,26,,,,,,,,
ARHA-22-01,Drawing II,,19,MW,09:00AM-11:00AM,ARMU,27,,,,,,,,
ARHA-27-01,Printmaking II,,6,TTH,09:00AM-11:00AM,ARMU,28,,,,,,,,
ARHA-29-01,Ideas Influences Vision,,9,MW,09:00AM-11:00AM,ARMU,29,,,,,,,,
ARHA-29-01,Ideas Influences Vision,,9,MW,09:00AM-11:00AM,ARMU,30,,,,,,,,
ARHA-35-01,Europ Art/Arch 1400-1800,,31,W,01:00PM-01:50PM,ARMU,31,,,,,,,,
ARHA-35-01,Europ Art/Arch 1400-1800,,31,TTH,10:00AM-11:20AM,ARMU,32,,,,,,,,
ARHA-38-01,Arts/Orature in Africa,,4,MW,12:30PM-01:50PM,ARMU,33,,X,X,,1,,,
ARHA-50-01,Monastic Challenge,,20,MW,12:30PM-01:50PM,ARMU,34,,,,,,,,
ARHA-70-01,African Art & Diaspora,,12,MW,08:30AM-09:50AM,ARMU,35,,,X,X,1,,,
ARHA-83-01,Tea Ceremony & Jpns Culture,,11,MW,12:30PM-01:50PM,ARMU,36,,,,,,,,
ARHA-91-01,Art of Beholding,,14,T,02:00PM-04:00PM,SMUD,37,,,,,,,,
ARHA-91-02,Collaborative Art,,12,W,01:00PM-04:00PM,SMUD,38,,,,,,,,
ARHA-91-02,Collaborative Art,,12,W,01:00PM-04:00PM,SMUD,39,,,,,,,,
ASLC-15-01,Buddhist Traditions,,12,TTH,10:00AM-11:20AM,SMUD,40,,,,,,,,
ASLC-19-01,Tea Ceremony & Jpns Culture,,9,MW,12:30PM-01:50PM,SMUD,41,,,,,,,,
ASLC-20-01,Reinventing Tokyo,,15,TTH,10:00AM-11:20AM,SMUD,42,,,,,,,,
ASLC-22-01,Indian Civilization,,11,MWF,10:00AM-10:50AM,SMUD,43,,,,,,,,
ASLC-24-01,Chinese Civilization,,10,TTH,02:00PM-03:20PM,SMUD,44,,X,X,X,,,,
ASLC-25-01,Japanese History to 1700,,13,MWF,11:00AM-11:50AM,SMUD,45,,,,,,,,
ASLC-29-01,Fashion Matters,,16,MW,12:30PM-01:50PM,SMUD,46,,,,,,,,
ASLC-40-01,Women in Chinese Lit,,8,TTH,11:30AM-12:50PM,SMUD,47,,,,,,,,
ASLC-48-01,Middle East 1800-Present,,4,TTH,02:00PM-03:20PM,SMUD,48,,,,,,,,
ASLC-49-01,China in the World,,7,TTH,10:00AM-11:20AM,SMUD,49,,,,,,,,
ASLC-64-01,Seminar: Mid East Hist,,2,W,02:00PM-04:00PM,SMUD,50,,,,,,,,
ASTR-23-01,Planetary Science,,5,M,04:00PM-07:00PM,SMUD,51,,,,,,,,
ASTR-26-01,Cosmology,,13,TTH,02:00PM-03:15PM,SMUD,52,,,,,,,,
ASTR-30-01,Topics in Astrophysics,,1,M,04:00PM-07:00PM,MERR,53,,,,,,,,
ASTR-35-01,Intermed Astrophysics,,1,MW,03:35PM-04:50PM,MERR,54,,,,,,,,
BIOL-03-01,Chemical Biology,,3,MWF,10:00AM-10:50AM,MERR,55,,,,,,,,
BIOL-03-01,Chemical Biology,,3,W,02:00PM-05:00PM,MERR,56,,,,,,,,
BIOL-06-01,Why Sex?,,17,MWF,10:00AM-10:50AM,MERR,57,,X,X,,,,,
BIOL-06-01,Why Sex?,,17,W,01:00PM-01:50PM,MERR,58,,,,,,,,
BIOL-19-02,"Molecules, Genes & Cells",,20,MWF,10:00AM-10:50AM,MERR,59,,X,X,,,X,,
BIOL-19-02,"Molecules, Genes & Cells",,20,W,01:00PM-01:50PM,MERR,60,,X,X,,,X,,
BIOL-19-02,"Molecules, Genes & Cells",,20,T,02:00PM-05:00PM,MERR,61,,,,,,,,
BIOL-19-03,"Molecules, Genes & Cells",,18,MWF,10:00AM-10:50AM,MERR,62,,X,X,,,X,,
BIOL-19-03,"Molecules, Genes & Cells",,18,W,01:00PM-01:50PM,MERR,63,,X,X,,,X,,
BIOL-19-03,"Molecules, Genes & Cells",,18,W,02:00PM-05:00PM,MERR,64,,,,,,,,
BIOL-19-04,"Molecules, Genes & Cells",,20,MWF,10:00AM-10:50AM,MERR,65,,X,X,,,X,,
BIOL-19-04,"Molecules, Genes & Cells",,20,W,01:00PM-01:50PM,MCLS,66,,X,X,,,X,,
BIOL-19-04,"Molecules, Genes & Cells",,20,TH,01:00PM-04:00PM,MCLS,67,,,,,,,,
BIOL-19-04,"Molecules, Genes & Cells",,20,TH,01:00PM-04:00PM,MCLS,68,,,,,,,,
BIOL-19-05,"Molecules, Genes & Cells",,18,MWF,10:00AM-10:50AM,MCLS,69,,X,X,,,X,,
BIOL-19-05,"Molecules, Genes & Cells",,18,F,01:00PM-04:00PM,MCLS,70,,,,,,,,
BIOL-19-05,"Molecules, Genes & Cells",,18,W,01:00PM-01:50PM,MCLS,71,,X,X,,,X,,
BIOL-19-06,"Molecules, Genes & Cells",,22,MWF,10:00AM-10:50AM,MCLS,72,,X,X,,,X,,
BIOL-19-06,"Molecules, Genes & Cells",,22,W,01:00PM-01:50PM,MCLS,73,,X,X,,,X,,
BIOL-19-06,"Molecules, Genes & Cells",,22,TH,06:30PM-09:30PM,MCLS,74,,,,,,,,
BIOL-23-01,Ecology,,53,MWF,12:00PM-12:50PM,MCLS,75,,X,,,1,X,,
BIOL-27-01,Genome Biology,,17,MWF,10:00AM-10:50AM,MCLS,76,,X,,,,,,
BIOL-27-01,Genome Biology,,17,TH,02:00PM-05:00PM,MCLS,77,,,,,,,,
BIOL-34-01,Molecular Biol of Cancer,,13,TTH,02:00PM-03:20PM,MCLS,78,,,,,,,,
BIOL-37-01,Structural Biology,,9,F,01:00PM-01:50PM,MCLS,79,,X,,,,,,
BIOL-37-01,Structural Biology,,9,TTH,10:00AM-11:20AM,MCLS,80,,X,,,,,,
BIOL-39-03,Animal Behavior,,13,MWF,09:00AM-09:50AM,MCLS,81,,X,X,,,X,,
BIOL-39-03,Animal Behavior,,13,W,02:00PM-06:00PM,MCLS,82,,,,,,,,
BIOL-39-04,Animal Behavior,,15,MWF,09:00AM-09:50AM,CHAP,83,,X,X,,,X,,
BIOL-39-04,Animal Behavior,,15,TH,02:00PM-06:00PM,CHAP,84,,,,,,,,
BIOL-45-01,DNA Makes RNA,,5,W,02:00PM-05:00PM,CHAP,85,,X,,,,X,,
BIOL-47-01,Seminar in Ecology,,4,W,02:00PM-05:00PM,CHAP,86,,X,,,,X,,
BIOL-77-00,Senior Honors,,12,M,03:30PM-05:00PM,CHAP,87,,,,,,,,
BLST-10-01,White Identity in the US,,12,TH,02:00PM-04:30PM,CHAP,88,,,,,,,,
BLST-12-01,Debate in Black Studies,,15,TTH,10:00AM-11:20AM,CHAP,89,,,,,,,,
BLST-12-02,Debate in Black Studies,,19,MW,02:00PM-03:20PM,CHAP,90,,,,,,,,
BLST-14-01,Jazz History to 1945,,9,TTH,10:00AM-11:20AM,CHAP,91,,,,,,,,
BLST-16-01,Poverty & Inequality,,4,TTH,10:00AM-11:20AM,CHAP,92,,,,,,,,
BLST-26-01,Master Musicians of Afr,,10,TTH,10:00AM-11:20AM,OCTA,93,,X,X,X,,,,
BLST-29-01,Childhood-Afr/Carib Lit,,11,MW,12:30PM-01:50PM,OCTA,94,,,,,,,,
BLST-43-01,Arts/Orature in Africa,,1,MW,12:30PM-01:50PM,OCTA,95,,X,X,X,,,,
BLST-45-01,African Art & Diaspora,,5,MW,08:30AM-09:50AM,OCTA,96,,,X,X,1,,,
BLST-52-01,Social Psych of Race,,3,M,02:00PM-04:30PM,OCTA,97,,,,,,,,
BLST-58-01,Afro-Am Hist Recon-Prsnt,,11,MW,12:30PM-01:50PM,OCTA,98,,X,X,,,,,
BLST-61-01,The Caribbean,,7,MWF,10:00AM-10:50AM,OCTA,99,,,,,,,,
BLST-62-01,Ellison's Invisible Man,,10,T,02:00PM-04:30PM,OCTA,100,,,,,,,,
BLST-71-01,"Race, Place & the Law",,5,MWF,10:00AM-10:50AM,ARMU,101,,,,,,,,
CHEM-03-01,Chemical Biology,,7,MWF,10:00AM-10:50AM,ARMU,102,,,,,,,,
CHEM-03-01,Chemical Biology,,7,W,02:00PM-05:00PM,ARMU,103,,,,,,,,
CHEM-11-01,Introductory Chemistry,,12,MWF,11:00AM-11:50AM,ARMU,104,,,,,,,,
CHEM-11-01,Introductory Chemistry,,12,M,01:00PM-01:50PM,ARMU,105,,,,,,,,
CHEM-11-01,Introductory Chemistry,,12,T,08:00AM-11:00AM,ARMU,106,,,,,,,,
CHEM-11-02,Introductory Chemistry,,17,MWF,11:00AM-11:50AM,ARMU,107,,,,,,,,
CHEM-11-02,Introductory Chemistry,,11,MWF,11:00AM-11:50AM,ARMU,108,,,,,,,,
CHEM-11-02,Introductory Chemistry,,17,M,02:00PM-02:50PM,BARR,109,,,,,,,,
CHEM-11-02,Introductory Chemistry,,11,M,02:00PM-02:50PM,BARR,110,,,,,,,,
CHEM-11-02,Introductory Chemistry,,17,T,02:00PM-05:00PM,BARR,111,,,,,,,,
CHEM-11-02,Introductory Chemistry,,11,T,02:00PM-05:00PM,BARR,112,,,,,,,,
CHEM-11-03,Introductory Chemistry,,18,MWF,11:00AM-11:50AM,BARR,113,,,,,,,,
CHEM-11-03,Introductory Chemistry,,9,MWF,11:00AM-11:50AM,BARR,114,,,,,,,,
CHEM-11-03,Introductory Chemistry,,18,M,01:00PM-01:50PM,BARR,115,,,,,,,,
CHEM-11-03,Introductory Chemistry,,9,M,01:00PM-01:50PM,BARR,116,,,,,,,,
CHEM-11-03,Introductory Chemistry,,18,W,02:00PM-05:00PM,BARR,117,,,,,,,,
CHEM-11-03,Introductory Chemistry,,9,W,02:00PM-05:00PM,BARR,118,,,,,,,,
CHEM-11-04,Introductory Chemistry,,18,MWF,11:00AM-11:50AM,BARR,119,,,,,,,,
CHEM-11-04,Introductory Chemistry,,18,M,02:00PM-02:50PM,BARR,120,,,,,,,,
CHEM-11-04,Introductory Chemistry,,18,TH,02:00PM-05:00PM,BARR,121,,,,,,,,
CHEM-11-05,Introductory Chemistry,,8,MWF,11:00AM-11:50AM,BARR,122,,,,,,,,
CHEM-11-05,Introductory Chemistry,,8,F,01:00PM-04:00PM,BARR,123,,,,,,,,
CHEM-11-05,Introductory Chemistry,,8,M,03:00PM-03:50PM,BARR,124,,,,,,,,
CHEM-12-01,Chemical Principles,,14,MWF,11:00AM-11:50AM,BARR,125,,,,,,,,
CHEM-12-01,Chemical Principles,,20,MWF,11:00AM-11:50AM,BARR,126,,,,,,,,
CHEM-12-01,Chemical Principles,,14,M,02:00PM-02:50PM,BARR,127,,,,,,,,
CHEM-12-01,Chemical Principles,,20,M,02:00PM-02:50PM,BARR,128,,,,,,,,
CHEM-12-01,Chemical Principles,,14,TH,02:00PM-05:00PM,BARR,129,,,,,,,,
CHEM-12-01,Chemical Principles,,20,TH,02:00PM-05:00PM,BARR,130,,,,,,,,
CHEM-15-01,Fundamtl Chem Principles,,21,MWF,11:00AM-11:50AM,BARR,131,,,,,,,,
CHEM-15-01,Fundamtl Chem Principles,,21,M,02:00PM-05:00PM,BARR,132,,,,,,,,
CHEM-15-01,Fundamtl Chem Principles,,21,TH,03:00PM-03:50PM,BARR,133,,,,,,,,
CHEM-15-04,Fundamtl Chem Principles,,15,MWF,11:00AM-11:50AM,BARR,134,,,,,,,,
CHEM-15-04,Fundamtl Chem Principles,,15,TH,08:00AM-11:00AM,BARR,135,,,,,,,,
CHEM-15-04,Fundamtl Chem Principles,,15,TH,02:00PM-02:50PM,BARR,136,,,,,,,,
CHEM-21-01,Organic Chemistry I,,20,MWF,11:00AM-11:50AM,BARR,137,,,,,,,,
CHEM-21-01,Organic Chemistry I,,20,M,01:00PM-01:50PM,BARR,138,,,,,,,,
CHEM-21-01,Organic Chemistry I,,20,W,07:00PM-10:30PM,BARR,139,,,,,,,,
CHEM-21-02,Organic Chemistry I,,21,MWF,11:00AM-11:50AM,BARR,140,,,,,,,,
CHEM-21-02,Organic Chemistry I,,21,M,01:00PM-01:50PM,BARR,141,,,,,,,,
CHEM-21-02,Organic Chemistry I,,21,T,02:00PM-05:30PM,BARR,142,,,,,,,,
CHEM-21-03,Organic Chemistry I,,19,MWF,11:00AM-11:50AM,BARR,143,,,,,,,,
CHEM-21-03,Organic Chemistry I,,19,M,02:00PM-02:50PM,BARR,144,,,,,,,,
CHEM-21-03,Organic Chemistry I,,19,W,02:00PM-05:30PM,BARR,145,,,,,,,,
CHEM-21-04,Organic Chemistry I,,17,MWF,11:00AM-11:50AM,BARR,146,,,,,,,,
CHEM-21-04,Organic Chemistry I,,17,M,02:00PM-02:50PM,BARR,147,,,,,,,,
CHEM-21-04,Organic Chemistry I,,17,TH,02:00PM-05:30PM,BARR,148,,,,,,,,
CHEM-35-01,Inorganic Chemistry,,2,MWF,11:00AM-11:50AM,BARR,149,,,,,,,,
CHEM-35-01,Inorganic Chemistry,,2,M,01:00PM-05:00PM,BARR,150,,,,,,,,
CHEM-35-01,Inorganic Chemistry,,2,F,02:00PM-02:50PM,BARR,151,,,,,,,,
CHEM-35-02,Inorganic Chemistry,,7,MWF,11:00AM-11:50AM,BARR,152,,,,,,,,
CHEM-35-02,Inorganic Chemistry,,7,F,02:00PM-02:50PM,BARR,153,,,,,,,,
CHEM-35-02,Inorganic Chemistry,,7,T,01:00PM-05:00PM,BARR,154,,,,,,,,
CHEM-44-01,Quantum Chem/Spectrscopy,,7,M,02:00PM-06:00PM,BARR,155,,,,,,,,
CHEM-44-01,Quantum Chem/Spectrscopy,,7,TTH,10:00AM-11:20AM,BARR,156,,,,,,,,
CHEM-44-04,Quantum Chem/Spectrscopy,,6,TTH,10:00AM-11:20AM,BARR,157,,,,,,,,
