Term;Course #;Title`;Cross-listed Courses;Faculty;Method;Day and Time;Room;Enrollment;Combined Enrollment
1011F;ECON-11-46;Intro to Econ W/ Envir Appl;ENST-23-01,ECON-11-04,ECON-11-46;Katharine Sims  Christopher Kingston;LEC;T 01:00PM-01:50PM;MERR 1;1;30
1011F;ECON-11-56;An Intro to Economics;ECON-11-05,ECON-11-56;Frank Westhoff  Christopher Kingston;LEC;T 01:00PM-01:50PM;MERR 1;2;29
1011F;ECON-11-56;An Intro to Economics;ECON-11-05,ECON-11-56;Frank Westhoff  Christopher Kingston;LEC;T 01:00PM-01:50PM;MERR 1;2;29
1011F;ECON-28-01;US Econ Hist 1600-1860;;Daniel Barbezat;LEC;TTH 02:00PM-03:20PM;SMUD 205;31;31
1011F;ECON-32-01;International Trade;;Beth Yarbrough;L/D;MW 12:30PM-01:50PM;CONV 304;25;25
1011F;ECON-37-01;Financial Globalization;;Adam Honig;L/D;MW 02:00PM-03:20PM;MERR 3;54;54
1011F;ECON-53-01;Macroeconomics;;Sami Alpanda;L/D;MW 12:30PM-01:50PM;MERR 3;40;40
1011F;ECON-54-01;Microeconomics;;Beth Yarbrough;L/D;MW 10:00AM-11:50AM;CONV 207;17;17
1011F;ECON-55-01;Intro to Econometrics;;Frank Westhoff;L/D;TTH 08:30AM-09:50AM;MERR 4;32;32
1011F;ECON-58-01;Adv Microeconomics;;Walter Nicholson;L/D;MWF 09:00AM-09:50AM;CONV 207;14;14
1011F;ECON-59-01;Econometrics;;Jun Ishii;L/D;MW 02:00PM-03:20PM;SMUD 206;6;6
1011F;ECON-66-01;Law and Economics;;Walter Nicholson;L/D;MW 02:00PM-03:20PM;CONV 207;29;29
1011F;ECON-73-01;Game Theory & Applicatn;;Christopher Kingston;LEC;TTH 11:30AM-12:50PM;ESNH 107;54;54
1011F;ECON-74-01;Welfare State Seminar;;Jan Kjulin;L/D;TTH 02:00PM-03:20PM;MERR 220;12;12
1011F;ENGL-01-01;Having Arguments;;Michele Barale;L/D;TTH 08:30AM-09:50AM;JOCH 21;14;14
1011F;ENGL-01-02;Having Arguments;;Benson Lieber;L/D;MWF 10:00AM-10:50AM;CONV 308;15;15
1011F;ENGL-01-03;Representing Illness;;Anston Bosman;L/D;MW 08:30AM-09:50AM;CHAP 205;11;11
1011F;ENGL-01-04;Visuality and Literature;;Jennifer Cayer;L/D;TTH 08:30AM-09:50AM;WEBS 217;18;18
1011F;ENGL-01-05;American Wilderness;;Robert Hayashi;L/D;TTH 08:30AM-09:50AM;WEBS 220;16;16
1011F;ENGL-01-06;Novels, Plays, Poems;;Wendy Bergoffen;L/D;MW 12:30PM-01:50PM;BARR 102;10;10
1011F;ENGL-01-07;Novels, Plays, Poems;;C. Rhonda Cobham-Sander;L/D;MW 12:30PM-01:50PM;COOP 101;20;20
1011F;ENGL-01-08;Novels, Plays, Poems;;Ingrid Nelson;L/D;MWF 01:00PM-01:50PM;MERR 314;14;14
1011F;ENGL-01-09;Novels, Plays, Poems;;David Sofield;L/D;MW 02:00PM-03:20PM;CONV 208;18;18
1011F;ENGL-02-01;Reading/Writing/Teaching;;Judith Frank;L/D;TTH 02:00PM-03:20PM;CONV 304;14;14
1011F;ENGL-16-01;Coming to Terms: Cinema;ENGL-16-01,FAMS-20-01;John Cameron;L/D;MW 02:00PM-03:20PM;MEAD 115;43;76
1011F;ENGL-21-01;Writing Poetry I;;Daniel Hall;L/D;MW 12:30PM-01:50PM;CHAP 119;12;12
1011F;ENGL-24-01;Screenwriting;ENGL-24-01,FAMS-25-01;Christopher Johnson;L/D;TH 02:00PM-05:00PM;CONV 302;14;16
1011F;ENGL-26-01;Fiction Writing I;;Amity Gaige;L/D;M 02:00PM-04:40PM;CONV 304;15;15
1011F;ENGL-33-01;Chaucer's Shorter Poems;;Ingrid Nelson;L/D;TTH 10:00AM-11:20AM;MCLS 230;18;18
1011F;ENGL-35-01;Shakespeare;;Peter Berek;L/D;TTH 11:30AM-12:50PM;MERR 3;50;50
1011F;ENGL-38-01;Major English Writers I;;William Pritchard;L/D;MWF 10:00AM-10:50AM;JOCH 21;20;20
1011F;ENGL-48-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Judith Frank  Ronald Rosbottom;L/D;MW 02:00PM-03:20PM;CONV 108;42;51
1011F;ENGL-48-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Judith Frank  Ronald Rosbottom;L/D;MW 02:00PM-03:20PM;CONV 108;42;51
1011F;ENGL-50-01;Composition;;Helen von Schmidt;L/D;MW 12:30PM-01:50PM;CONV 308;19;19
1011F;ENGL-63-01;Asian-American Identity;;Robert Hayashi;L/D;TTH 02:00PM-03:20PM;CONV 308;9;9
1011F;ENGL-69-01;Passing in Lit and Film;ENGL-69-01,BLST-17-01,FAMS-57-01;Marisa Parham;L/D;TTH 08:30AM-09:50AM;FAYE 115;27;49
1011F;ENGL-84-01;Knowing Television;ENGL-84-01,FAMS-50-01;Amelie Hastie;L/D;TTH 02:00PM-03:20PM;MEAD 115;21;29
1011F;ENGL-84-02;The Romance;ENGL-84-02,FAMS-52-01;Helen von Schmidt;L/D;TTH 10:00AM-11:20AM;MERR 4;28;39
1011F;ENGL-95-01;Transnt'l Shakespeares;;Anston Bosman;L/D;MW 12:30PM-01:50PM;CONV 209;12;12
1011F;ENGL-95-02;Theater & Anthropology;;Jennifer Cayer;L/D;TTH 11:30AM-12:50PM;JOCH 21;6;6
1011F;ENGL-95-03;Inventing Film Theory;ENGL-95-03,FAMS-70-01;Amelie Hastie;L/D;W 02:00PM-05:00PM;JOCH 21;12;14
1011F;ENGL-95-04;Cont Amer Novels by Women;WAGS-95-01,ENGL-95-04;Marisa Parham;L/D;TTH 10:00AM-11:20AM;FAYE 217A;17;20
1011F;ENGL-95-05;The Lyric;;David Sofield  Richard Wilbur;L/D;TTH 11:30AM-12:50PM;CONV 304;21;21
1011F;ENGL-95-05;The Lyric;;David Sofield  Richard Wilbur;L/D;TTH 11:30AM-12:50PM;CONV 304;21;21
1011F;ENGL-97-24;The Romance;;Helen von Schmidt;TUT;TTH 10:00AM-11:20AM;MERR 4;0;0
1011F;ENST-21-01;Ecology;BIOL-23-01,ENST-21-01;Ethan Temeles;L/D;MWF 12:00PM-12:50PM;MERR 2;24;74
1011F;ENST-23-01;Intro to Econ w/ Envir Appl;ENST-23-01,ECON-11-04,ECON-11-46;Katharine Sims  Christopher Kingston;LEC;T 01:00PM-01:50PM;MERR 1;10;30
1011F;ENST-23-01;Intro to Econ w/ Envir Appl;ENST-23-01,ECON-11-04,ECON-11-46;Katharine Sims  Christopher Kingston;LEC;T 01:00PM-01:50PM;MERR 1;10;30
1011F;ENST-24-01;Intro to Statistics;MATH-17-02,ENST-24-01;Amy Wagaman;LEC;MW 11:00AM-11:50AM;SMUD 206;11;31
1011F;ENST-70-01;Senior Seminar;;Katharine Sims  Ethan Temeles;L/D;W 02:00PM-05:00PM;MERR 401;21;21
1011F;ENST-70-01;Senior Seminar;;Katharine Sims  Ethan Temeles;L/D;W 02:00PM-05:00PM;MERR 401;21;21
1011F;EUST-21-01;European Tradition I;;Robert Doran;L/D;MWF 10:00AM-10:50AM;CHAP 204;16;16
1011F;EUST-30-01;The Bible As Literature;;Ilan Stavchansky;L/D;TTH 10:00AM-11:20AM;CHAP 201;30;30
1011F;EUST-33-01;Citizenship in Europe;HIST-40-01,EUST-33-01;Kathryn Edwards;L/D;TTH 11:30AM-12:50PM;MERR 403;7;34
1011F;EUST-36-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Judith Frank  Ronald Rosbottom;L/D;MW 02:00PM-03:20PM;CONV 108;5;51
1011F;EUST-36-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Judith Frank  Ronald Rosbottom;L/D;MW 02:00PM-03:20PM;CONV 108;5;51
1011F;EUST-37-01;Music & Culture I;MUSI-21-01,EUST-37-01;Klara Moricz;L/D;TTH 11:30AM-12:50PM;ARMU 102;1;14
1011F;EUST-42-01;Music & Revolution;MUSI-42-01,EUST-42-01;Jenny Kallick;L/D;MW 12:30PM-01:50PM;ARMU 212;3;11
1011F;EUST-45-01;Contemporary Europe;POSC-45-01,EUST-45-01;Ronald Tiersky;L/D;MW 02:00PM-03:20PM;CONV 209;2;26
1011F;EUST-48-01;Early Modern Europe;HIST-04-01,EUST-48-01;Margaret Hunt;L/D;MW 12:30PM-01:50PM;JOCH 21;4;38
1011F;EUST-49-01;Italian Renaissance;HIST-36-01,EUST-49-01;Werner Gundersheimer;L/D;W 02:00PM-04:00PM;FAYE 113;2;25
1011F;EUST-54-01;Nazi Germany;HIST-34-01,EUST-54-01;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;5;35
1011F;EUST-54-02;Nazi Germany;EUST-54-02,HIST-34-02;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;0;29
1011F;EUST-63-01;Traumatic Events;GERM-63-01,EUST-63-01,FAMS-53-01;Heidi Gilpin;L/D;MW 12:30PM-01:50PM;CONV 302;13;21
1011F;EUST-70-01;Witch/Vampire/Monster;WAGS-10-01,ARHA-85-01,EUST-70-01;Natasha Staller;L/D;TTH 02:00PM-03:20PM;FAYE 113;5;33
1011F;EUST-74-01;Monastic Challenge;ARHA-50-01,EUST-74-01;Joel Upton;L/D;MW 12:30PM-01:50PM;FAYE 117;0;31
1011F;FAMS-20-01;Coming to Terms: Cinema;ENGL-16-01,FAMS-20-01;John Cameron;L/D;MW 02:00PM-03:20PM;MEAD 115;33;76
1011F;FAMS-25-01;Screenwriting;ENGL-24-01,FAMS-25-01;Christopher Johnson;L/D;TH 02:00PM-05:00PM;CONV 302;2;16
1011F;FAMS-30-01;Mother India;ASLC-51-01,WAGS-66-01,FAMS-30-01;Krupa Shandilya;L/D;TTH 10:00AM-11:20AM;CHAP 103;1;10
1011F;FAMS-34-01;Pedro Almodovar;SPAN-34-01,FAMS-34-01;Justin Crumbaugh;L/D;M 02:00PM-04:30PM;CHAP 101;1;18
1011F;FAMS-50-01;Knowing Television;ENGL-84-01,FAMS-50-01;Amelie Hastie;L/D;TTH 02:00PM-03:20PM;MEAD 115;8;29
1011F;FAMS-52-01;The Romance;ENGL-84-02,FAMS-52-01;Helen von Schmidt;L/D;TTH 10:00AM-11:20AM;MERR 4;11;39
1011F;FAMS-53-01;Traumatic Events;GERM-63-01,EUST-63-01,FAMS-53-01;Heidi Gilpin;L/D;MW 12:30PM-01:50PM;CONV 302;5;21
1011F;FAMS-54-01;Global Sound;MUSI-04-01,FAMS-54-01;Jeffers Engelhardt;L/D;MW 02:00PM-03:20PM;ARMU 212;5;26
1011F;FAMS-57-01;Passing in Lit and Film;ENGL-69-01,BLST-17-01,FAMS-57-01;Marisa Parham;L/D;TTH 08:30AM-09:50AM;FAYE 115;0;49
1011F;FAMS-62-01;The Soviet Experience;RUSS-26-01,FAMS-62-01;Boris Wolfson;L/D;TTH 10:00AM-11:20AM;CONV 308;2;14
1011F;FAMS-70-01;Inventing Film Theory;ENGL-95-03,FAMS-70-01;Amelie Hastie;L/D;W 02:00PM-05:00PM;JOCH 21;2;14
1011F;FREN-01-01;Elementary French;;Raina Uhden;LEC;MWF 10:00AM-10:50AM;CHAP 210;9;9
1011F;FREN-01-02;Elementary French;;Raina Uhden;LEC;MWF 10:00AM-10:50AM;CHAP 210;4;4
1011F;FREN-01-03;Elementary French;;Raina Uhden;LEC;MWF 10:00AM-10:50AM;CHAP 210;3;3
1011F;FREN-01-04;Elementary French;;Raina Uhden;LEC;MWF 11:00AM-11:50AM;CHAP 210;11;11
1011F;FREN-01-05;Elementary French;;Raina Uhden;LEC;MWF 11:00AM-11:50AM;CHAP 210;6;6
1011F;FREN-01-06;Elementary French;;Raina Uhden;LEC;MWF 11:00AM-11:50AM;CHAP 210;6;6
1011F;FREN-03-01;Intermediate French;;Raina Uhden;LEC;MWF 01:00PM-01:50PM;CHAP 210;5;5
1011F;FREN-03-02;Intermediate French;;Raina Uhden;LEC;MWF 01:00PM-01:50PM;CHAP 210;2;2
1011F;FREN-03-03;Intermediate French;;Raina Uhden;LEC;MWF 01:00PM-01:50PM;CHAP 210;11;11
1011F;FREN-05-01;Language and Literature;;Rosalina de la Carrera;L/D;MWF 10:00AM-10:50AM;CHAP 101;26;26
1011F;FREN-05-02;Language and Literature;;Jay Caplan;L/D;MW 02:00PM-03:20PM;CHAP 205;15;15
1011F;FREN-07-01;Intro French Lit & Cult;;Leah Hewitt;L/D;MWF 10:00AM-10:50AM;CONV 304;15;15
1011F;FREN-07-02;Intro French Lit & Cult;;Leah Hewitt;L/D;MWF 11:00AM-11:50AM;CONV 304;23;23
1011F;FREN-11-01;Cultural Hist of France;;Jay Caplan;L/D;TTH 02:00PM-03:20PM;CHAP 205;9;9
1011F;FREN-27-01;Humanism/The Renaissance;;Paul Rockwell;L/D;MWF 10:00AM-10:50AM;FAYE 217A;23;23
1011F;FREN-43-01;Agents Provocateurs;;Laure Katsaros;L/D;TTH 10:00AM-11:20AM;BARR 102;28;28
1011F;FREN-60-01;Mastrpieces of Fren Lit;;Rosalina de la Carrera;L/D;MWF 11:00AM-11:50AM;CHAP 101;14;14
1011F;FREN-62-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Ronald Rosbottom  Judith Frank;L/D;MW 02:00PM-03:20PM;CONV 108;4;51
1011F;FREN-62-01;Dangerous Reading;EUST-36-01,ENGL-48-01,FREN-62-01;Ronald Rosbottom  Judith Frank;L/D;MW 02:00PM-03:20PM;CONV 108;4;51
1011F;FYSE-01-01;The Value of Nature;;Joseph Moore;L/D;TTH 11:30AM-12:50PM;BARR 102;14;14
1011F;FYSE-02-01;Human Health;;Jyl Gentzler;L/D;TTH 11:30AM-12:50PM;CPRD 101A;15;15
1011F;FYSE-03-01;Evolution & Intellect Rev;;John Servos;L/D;TTH 11:30AM-12:50PM;MCLS 230;15;15
1011F;FYSE-03-02;Evolution & Intellect Rev;;Patrick Williamson;L/D;TTH 11:30AM-12:50PM;MCLS 428;14;14
1011F;FYSE-04-01;Rule of Law;;Lawrence Douglas;L/D;TTH 11:30AM-12:50PM;CONV 208;16;16
1011F;FYSE-05-01;Drugs: Hist, Soc, Cult;;Francis Couvares;L/D;TTH 11:30AM-12:50PM;CHAP 205;16;16
1011F;FYSE-06-01;MLK to Barack Obama;;David Wills;L/D;TTH 11:30AM-12:50PM;CHAP 103;15;15
1011F;FYSE-07-01;Romanticism & Enlightenment;;Ute Brandes;L/D;MWF 09:00AM-09:50AM;CHAP 210;12;12
1011F;FYSE-07-02;Romanticism & Enlightenment;;Allen Guttmann;L/D;MWF 09:00AM-09:50AM;CHAP 203;11;11
1011F;FYSE-08-01;Figures of Ill-Repute;;Laure Katsaros;L/D;TTH 11:30AM-12:50PM;CHAP 203;13;13
1011F;FYSE-08-02;Figures of Ill-Repute;;Timothy Van Compernolle;L/D;TTH 11:30AM-12:50PM;CHAP 210;14;14
1011F;FYSE-09-01;Slavery: Amer Imaginatn;;Hilary Moss;L/D;TTH 11:30AM-12:50PM;COOP 101;13;13
1011F;FYSE-10-01;Pariscape;;Ronald Rosbottom;L/D;TTH 11:30AM-12:50PM;CONV 209;16;16
1011F;FYSE-11-01;Eros & Insight;;Joel Upton  Arthur Zajonc;L/D;TTH 11:30AM-12:50PM;FAYE 117;27;27
1011F;FYSE-11-01;Eros & Insight;;Joel Upton  Arthur Zajonc;L/D;TTH 11:30AM-12:50PM;FAYE 117;27;27
1011F;FYSE-12-01;Friendship;;Robert Townsend;L/D;TTH 11:30AM-12:50PM;WEBS 215;16;16
1011F;FYSE-13-01;Gender and Science;;Rose Olver;L/D;TTH 11:30AM-12:50PM;MERR 315;16;16
1011F;FYSE-14-01;The Unseen Universe;;George Greenstein;L/D;MW 02:30PM-05:00PM;MCLS 230;14;14
1011F;FYSE-15-01;Secrets and Lies;;Austin Sarat;L/D;MW 10:00AM-11:20AM;CLAR 100;14;14
1011F;FYSE-16-01;Liberation;;Frederick Griffiths;L/D;TTH 11:30AM-12:50PM;CHAP 204;15;15
1011F;FYSE-17-01;Leader, Citiz & Democ;;Ronald Tiersky;L/D;TTH 11:30AM-12:50PM;CONV 308;15;15
1011F;FYSE-18-01;Arts of Spain;;Natasha Staller;L/D;TTH 11:30AM-12:50PM;FAYE 217A;16;16
1011F;FYSE-19-01;Growing Up in America;;Elizabeth Aries;L/D;TTH 11:30AM-12:50PM;MERR 314;16;16
1011F;FYSE-20-01;Africa: Power/Reprsntatn;;Miriam Goheen;L/D;TTH 11:30AM-12:50PM;CHAP 101;14;14
1011F;FYSE-21-01;Giving;;Maria Heim;L/D;TTH 11:30AM-12:50PM;BARR 105;16;16
1011F;FYSE-22-01;Genocide;;Catherine Epstein;L/D;MW 02:00PM-03:20PM;CHAP 119;15;15
1011F;FYSE-22-02;Genocide;;Sean Redding;L/D;MW 02:00PM-03:20PM;CHAP 210;14;14
1011F;FYSE-23-01;Happiness;;Daniel Barbezat;L/D;TTH 11:30AM-12:50PM;OCTA 201;16;16
1011F;FYSE-24-01;Mozart & His World;;David Schneider;L/D;TTH 11:30AM-12:50PM;ARMU 212;13;13
1011F;FYSE-25-01;Privacy;;Martha Umphrey;L/D;TTH 11:30AM-12:50PM;NEWP 100;16;16
1011F;FYSE-26-01;Improvisational Thinking;;Dominic Poccia;L/D;TTH 11:30AM-12:50PM;ARMU 7;16;16
1011F;FYSE-27-01;Physics Thought Experiments;;Kannan Jagannathan;L/D;TTH 11:30AM-12:50PM;MERR 401;15;15
1011F;FYSE-28-01;Reading Nature;;Nicola Courtright  Rick Lopez;L/D;TTH 11:30AM-12:50PM;FAYE 113;11;11
1011F;FYSE-28-01;Reading Nature;;Nicola Courtright  Rick Lopez;L/D;TTH 11:30AM-12:50PM;FAYE 113;11;11
1011F;FYSE-28-02;Reading Nature;;Rick Lopez  Nicola Courtright;L/D;TTH 11:30AM-12:50PM;CHAP 119;10;10
1011F;FYSE-28-02;Reading Nature;;Rick Lopez  Nicola Courtright;L/D;TTH 11:30AM-12:50PM;CHAP 119;10;10
1011F;GEOL-09-01;Environmental Science;;Anna Martini;L/D;MW 02:00PM-03:20PM;ESNH 107;50;50
1011F;GEOL-11-03;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 107;14;14
1011F;GEOL-11-04;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 107;11;11
1011F;GEOL-11-05;Principles of Geology;;Peter Crowley;LEC;MWF 12:00PM-12:50PM;ESNH 100;19;19
1011F;GEOL-25-01;Geomorphology;;William Ouimet;LEC;TTH 10:00AM-11:20AM;ESNH 211;10;10
1011F;GEOL-28-01;Hydrogeology;;Anna Martini;LEC;MWF 12:00PM-12:50PM;ESNH 203;9;9
1011F;GEOL-29-01;Structural Geology;;Tekla Harms;LEC;MWF 10:00AM-10:50AM;ESNH 311;16;16
1011F;GEOL-30-01;Mineralogy;;Peter Crowley;LEC;MWF 09:00AM-09:50AM;ESNH 303;9;9
1011F;GEOL-40-01;Plate Tectonics;;Tekla Harms;LEC;TTH 10:00AM-11:20AM;ESNH 311;7;7
1011F;GERM-01-01;Elementary German I;;Sigrit Schutz;L/D;MWF 09:00AM-09:50AM;CHAP 101;20;20
1011F;GERM-01-02;Elementary German I;;Sigrit Schutz;L/D;MWF 11:00AM-11:50AM;CHAP 203;21;21
1011F;GERM-05-01;Intermediate German;;Heidi Gilpin;L/D;MWF 11:00AM-11:50AM;CONV 308;14;14
1011F;GERM-12-01;Adv Read Convers/Style I;;Sigrit Schutz;L/D;MWF 10:00AM-10:50AM;CHAP 119;4;4
1011F;GERM-15-01;Cultural History to 1800;;Christian Rogowski;L/D;TTH 10:00AM-11:20AM;CHAP 204;6;6
1011F;GERM-51-01;Vienna Around 1900;;Christian Rogowski;L/D;TTH 02:00PM-03:20PM;CHAP 210;12;12
1011F;GERM-63-01;Traumatic Events;GERM-63-01,EUST-63-01,FAMS-53-01;Heidi Gilpin;L/D;MW 12:30PM-01:50PM;CONV 302;3;21
1011F;GREE-01-01;Intro Greek Language;;Frederick Griffiths;L/D;MWF 09:00AM-09:50AM;CHAP 119;6;6
1011F;GREE-15-01;Intro to Greek Tragedy;;Rebecca Sinos;L/D;MWF 10:00AM-10:50AM;GROS 12;7;7
1011F;GREE-17-01;Reading the New Testament;;Dale Sinos;L/D;MWF 11:00AM-11:50AM;GROS 12;4;4
1011F;GREE-41-01;Sophocles' Electra;;Frederick Griffiths;L/D;MW 02:00PM-03:20PM;GROS 12;4;4
1011F;HIST-04-01;Early Modern Europe;HIST-04-01,EUST-48-01;Margaret Hunt;L/D;MW 12:30PM-01:50PM;JOCH 21;34;38
1011F;HIST-13-01;Charlemagne to Columbus;;Clare Shawcross;L/D;TTH 10:00AM-11:20AM;SMUD 207;32;32
1011F;HIST-15-01;Chinese Civilization;HIST-15-01,ASLC-24-01;Jerry Dennerline;L/D;TTH 02:00PM-03:20PM;CHAP 203;16;23
1011F;HIST-21-01;France in the 20th Century;;Kathryn Edwards;L/D;TTH 02:00PM-03:20PM;CHAP 204;12;12
1011F;HIST-27-01;Glob Env Hist 20th Cent;;Edward Melillo;L/D;TTH 10:00AM-11:20AM;MEAD 115;50;50
1011F;HIST-34-01;Nazi Germany;HIST-34-01,EUST-54-01;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;30;35
1011F;HIST-34-02;Nazi Germany;EUST-54-02,HIST-34-02;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;29;29
1011F;HIST-36-01;Italian Renaissance;HIST-36-01,EUST-49-01;Werner Gundersheimer;L/D;W 02:00PM-04:00PM;FAYE 113;23;25
1011F;HIST-40-01;Citizenship in Europe;HIST-40-01,EUST-33-01;Kathryn Edwards;L/D;TTH 11:30AM-12:50PM;MERR 403;27;34
1011F;HIST-49-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;12;29
1011F;HIST-49-01;Amer Diplomacy: Case Studies;HIST-49-01,POSC-46-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;12;29
1011F;HIST-53-01;Pop Revolution Mod Mexico;;Rick Lopez;L/D;MW 12:30PM-01:50PM;WEBS 217;18;18
1011F;HIST-57-01;China in the World;HIST-57-01,ASLC-49-01;Jerry Dennerline;L/D;TTH 10:00AM-11:20AM;CHAP 205;6;9
1011F;HIST-63-01;Africa Before Eur Conqst;HIST-63-01,BLST-48-01;Sean Redding;L/D;TTH 10:00AM-11:20AM;CHAP 203;19;35
1011F;HIST-66-01;Intro Hist West Medicine;;John Servos;L/D;MW 08:30AM-09:50AM;CHAP 201;47;47
1011F;HIST-79-01;Hist of Pacific World;;Edward Melillo;L/D;W 02:00PM-04:30PM;MCLS 428;11;11
1011F;HIST-86-01;Ideas/Am Foreign Policy;;Andrew Bacevich;L/D;M 02:00PM-04:00PM;WEBS 217;24;24
1011F;HIST-88-01;LA & Carib in Age of Rev;HIST-88-01,BLST-41-01;Jose Castro Alves;L/D;W 02:00PM-04:30PM;COOP 101;6;16
1011F;HIST-90-01;Hist/Mem: Asia-Pacif War;HIST-90-01,ASLC-62-01;Trent Maxey;L/D;W 02:00PM-04:00PM;CHAP 204;8;9
1011F;HIST-99-01;Writing the Past;;Francis Couvares;L/D;TTH 08:30AM-09:50AM;CHAP 101;23;23
1011F;JAPA-01-01;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;9;9
1011F;JAPA-01-01;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;9;9
1011F;JAPA-01-02;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;6;6
1011F;JAPA-01-02;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;6;6
1011F;JAPA-01-03;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;2;2
1011F;JAPA-01-03;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;2;2
1011F;JAPA-01-04;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;1;1
1011F;JAPA-01-04;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;1;1
1011F;JAPA-01-05;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;3;3
1011F;JAPA-01-05;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;3;3
1011F;JAPA-01-06;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;7;7
1011F;JAPA-01-06;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;7;7
1011F;JAPA-01-07;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011F;JAPA-01-07;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011F;JAPA-01-08;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;4;4
1011F;JAPA-01-08;Intro to Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;4;4
1011F;JAPA-05-01;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;LEC;TTH 12:00PM-12:50PM;WEBS 101;12;12
1011F;JAPA-05-01;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;LEC;TTH 12:00PM-12:50PM;WEBS 101;12;12
1011F;JAPA-05-02;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;LEC;TTH 01:00PM-01:50PM;WEBS 101;6;6
1011F;JAPA-05-02;Sophisticated Japanese;;Kozue Miyama  Wako Tawa;LEC;TTH 01:00PM-01:50PM;WEBS 101;6;6
1011F;JAPA-09H-01;Conquering Kanji I;;Wako Tawa;L/D;;WEBS 101;1;1
1011F;JAPA-11-01;Japanese Writing & Film;;Wako Tawa;LEC;MW 12:30PM-01:50PM;WEBS 101;10;10
1011F;JAPA-13-01;Intro Theme Read & Write;;Fumiko Brown  Wako Tawa;LEC;F 02:00PM-04:00PM;WEBS 101;8;8
1011F;JAPA-13-01;Intro Theme Read & Write;;Fumiko Brown  Wako Tawa;LEC;F 02:00PM-04:00PM;WEBS 101;8;8
1011F;JAPA-15-01;Intro Great Books & Films;;Wako Tawa;LEC;F 02:00PM-04:00PM;WEBS 101;0;0
1011F;KENA-24-01;Giving;;C. Rhonda Cobham-Sander  Margaret Mead;L/D;MW 08:30AM-09:50AM;COOP 101;13;13
1011F;KENA-24-01;Giving;;C. Rhonda Cobham-Sander  Margaret Mead;L/D;MW 08:30AM-09:50AM;COOP 101;13;13
1011F;LATI-01-01;Latin Lang and Lit;;Luca Grillo;L/D;MWF 12:00PM-12:50PM;CHAP 210;17;17
1011F;LATI-15-01;Catullus & Lyric Spirit;;Christopher van den Berg;L/D;MWF 11:00AM-11:50AM;CHAP 204;5;5
1011F;LATI-41-01;Cicero;;Luca Grillo;L/D;TTH 10:00AM-11:20AM;CHAP 119;6;6
